_ytec29ou81551969692627, -61, -74, -67, -77, -71, -68, 0, 0, 7.69296790149235, 11.900745896089745, 1.871
_ytec29ou81551969692627, -67, -75, -72, -76, -72, -70, 0, 0, 7.69296790149235, 11.900745896089745, 1.871
_ytec29ou81551969692627, -72, -72, -77, -77, -65, -70, 0, -63, 7.69296790149235, 11.900745896089745, 1.871
_ytec29ou81551969692627, -48, -54, 0, -77, -68, -68, 0, -69, 7.69296790149235, 11.900745896089745, 1.871
_ytec29ou81551969692627, -75, -77, -86, -80, -71, -66, 0, -76, 7.69296790149235, 11.900745896089745, 1.871
_ytec29ou81551969692627, -74, -77, -86, -77, -71, -68, 0, -78, 7.69296790149235, 11.900745896089745, 1.871
_ytec29ou81551969692627, -77, -75, -85, -75, -71, -68, 0, -78, 7.69296790149235, 11.900745896089745, 1.871
_ytec29ou81551969692627, -74, -76, -61, -74, -46, -69, 0, -79, 7.69296790149235, 11.900745896089745, 1.871
_ytec29ou81551969692627, -73, -75, 0, -76, -57, -69, 0, -53, 7.69296790149235, 11.900745896089745, 1.871
_ytec29ou81551969692627, -76, -74, -67, -75, -63, -69, 0, -39, 7.69296790149235, 11.900745896089745, 1.871
_01am1bo6n1551972902283, -75, 0, -72, -78, -63, -70, -67, -69, 1.0887959210928844, 9.187680650087803, 0.86
_01am1bo6n1551972902283, -77, -80, -76, -78, -64, 0, -65, -69, 1.0887959210928844, 9.187680650087803, 0.86
_01am1bo6n1551972902283, -74, -83, -77, 0, -59, -75, -63, -66, 1.0887959210928844, 9.187680650087803, 0.86
_01am1bo6n1551972902283, 0, 0, -76, 0, -59, -75, -64, -67, 1.0887959210928844, 9.187680650087803, 0.86
_01am1bo6n1551972902283, -71, 0, -71, -73, -60, -72, -63, -70, 1.0887959210928844, 9.187680650087803, 0.86
_01am1bo6n1551972902283, -71, -79, -71, -73, -60, -74, -64, -72, 1.0887959210928844, 9.187680650087803, 0.86
_01am1bo6n1551972902283, -71, -80, -72, -74, -61, -76, -64, -73, 1.0887959210928844, 9.187680650087803, 0.86
_01am1bo6n1551972902283, -73, 0, -73, -73, -62, -78, -65, -73, 1.0887959210928844, 9.187680650087803, 0.86
_01am1bo6n1551972902283, -72, -79, -74, -78, -60, -83, -66, -70, 1.0887959210928844, 9.187680650087803, 0.86
_01am1bo6n1551972902283, -73, 0, -77, -75, -60, -83, -67, -69, 1.0887959210928844, 9.187680650087803, 0.86
_03c4ykahc1551972696199, -75, -72, -68, -65, -77, -75, -67, -67, 6.050849463122753, 0.7985973236344251, 0.86
_03c4ykahc1551972696199, -74, -71, -70, -65, 0, -77, -69, -66, 6.050849463122753, 0.7985973236344251, 0.86
_03c4ykahc1551972696199, -73, -70, -69, -64, -76, -78, -69, -65, 6.050849463122753, 0.7985973236344251, 0.86
_03c4ykahc1551972696199, -72, -70, -69, -64, -76, -78, -69, -66, 6.050849463122753, 0.7985973236344251, 0.86
_03c4ykahc1551972696199, -71, -69, -68, -65, 0, -78, -69, -66, 6.050849463122753, 0.7985973236344251, 0.86
_03c4ykahc1551972696199, -70, -75, -67, -66, -77, -82, -70, -64, 6.050849463122753, 0.7985973236344251, 0.86
_03c4ykahc1551972696199, -70, -73, -67, -61, -71, -79, -71, -64, 6.050849463122753, 0.7985973236344251, 0.86
_03c4ykahc1551972696199, -71, -72, -67, -66, 0, 0, -71, -64, 6.050849463122753, 0.7985973236344251, 0.86
_03c4ykahc1551972696199, -73, 0, -72, -64, -66, -83, -75, -62, 6.050849463122753, 0.7985973236344251, 0.86
_03c4ykahc1551972696199, -73, -64, -70, -65, -66, -81, 0, -63, 6.050849463122753, 0.7985973236344251, 0.86
_0gcx66mn81551972763316, -73, -64, -62, 0, -70, -71, -61, -60, 11.227092366679093, 5.724952638743218, 1.534
_0gcx66mn81551972763316, -75, -66, -65, 0, -72, -73, -75, 0, 11.227092366679093, 5.724952638743218, 1.534
_0gcx66mn81551972763316, -76, -68, -66, 0, -75, 0, -76, -63, 11.227092366679093, 5.724952638743218, 1.534
_0gcx66mn81551972763316, -82, -77, -66, 0, -85, -83, -58, -65, 11.227092366679093, 5.724952638743218, 1.534
_0gcx66mn81551972763316, -78, -76, -67, 0, -84, -61, -73, -67, 11.227092366679093, 5.724952638743218, 1.534
_0gcx66mn81551972763316, -79, -76, -69, 0, -84, -69, -80, -68, 11.227092366679093, 5.724952638743218, 1.534
_0gcx66mn81551972763316, -80, -76, -70, 0, -84, -71, -81, -69, 11.227092366679093, 5.724952638743218, 1.534
_0gcx66mn81551972763316, -78, -53, -69, 0, -82, -73, -54, -69, 11.227092366679093, 5.724952638743218, 1.534
_0gcx66mn81551972763316, -78, -55, -68, 0, -82, -62, -60, -56, 11.227092366679093, 5.724952638743218, 1.534
_0gcx66mn81551972763316, -83, -77, 21, 0, -82, -82, -85, -57, 11.227092366679093, 5.724952638743218, 1.534
_110x5zijf1551972585858,-64,0,-78,-80,-77,0,-72,-72,11.530527295508259,13.239429405630176,2.604
_110x5zijf1551972585858,-64,-79,-78,-80,-77,-81,-71,-71,11.530527295508259,13.239429405630176,2.604
_110x5zijf1551972585858,-65,-80,-79,-80,-78,-81,-70,-71,11.530527295508259,13.239429405630176,2.604
_110x5zijf1551972585858,-62,-84,-80,-81,-75,-82,-73,-72,11.530527295508259,13.239429405630176,2.604
_110x5zijf1551972585858,-62,-83,0,-79,-76,-81,-72,0,11.530527295508259,13.239429405630176,2.604
_110x5zijf1551972585858,-64,-85,-87,-75,-74,-77,-69,0,11.530527295508259,13.239429405630176,2.604
_110x5zijf1551972585858,-65,0,-86,0,-75,-77,-71,-71,11.530527295508259,13.239429405630176,2.604
_110x5zijf1551972585858,-66,-84,-85,-75,-75,-77,-71,-71,11.530527295508259,13.239429405630176,2.604
_110x5zijf1551972585858,-66,-83,-85,-76,-76,-77,-71,-72,11.530527295508259,13.239429405630176,2.604
_110x5zijf1551972585858,-66,-83,0,-75,-77,-77,-70,-74,11.530527295508259,13.239429405630176,2.604
_17gt86ga41551973492577, -78, -63, -54, -65, -71, -80, -77, -70, 9.227991659098713, 1.7624494505035386, 0.86
_17gt86ga41551973492577, -80, -65, -53, -67, -71, -79, -76, -69, 9.227991659098713, 1.7624494505035386, 0.86
_17gt86ga41551973492577, -80, -62, -52, -68, -73, -80, -73, -70, 9.227991659098713, 1.7624494505035386, 0.86
_17gt86ga41551973492577, -79, -62, -54, -67, -73, -79, -73, -70, 9.227991659098713, 1.7624494505035386, 0.86
_17gt86ga41551973492577, -79, -62, -53, -65, -72, -79, -73, -69, 9.227991659098713, 1.7624494505035386, 0.86
_17gt86ga41551973492577, -78, -59, -51, -64, -75, 0, -70, -70, 9.227991659098713, 1.7624494505035386, 0.86
_17gt86ga41551973492577, -82, -60, -51, -66, -75, -78, -71, -71, 9.227991659098713, 1.7624494505035386, 0.86
_17gt86ga41551973492577, -83, -60, 0, -65, -74, -77, -71, -71, 9.227991659098713, 1.7624494505035386, 0.86
_17gt86ga41551973492577, -82, -60, -52, -65, -75, -76, -71, -71, 9.227991659098713, 1.7624494505035386, 0.86
_17gt86ga41551973492577, -82, -61, -53, -67, -75, -78, -71, -70, 9.227991659098713, 1.7624494505035386, 0.86
_1bele287u1551973221048, -78, -64, -60, -70, 0, -83, -75, -70, 9.28153899948033, 1.8516950178062328, 0.86
_1bele287u1551973221048, -79, -65, -60, 0, 0, 0, -75, -70, 9.28153899948033, 1.8516950178062328, 0.86
_1bele287u1551973221048, -79, -65, -63, -68, 0, 0, -76, -71, 9.28153899948033, 1.8516950178062328, 0.86
_1bele287u1551973221048, -72, -67, -63, -65, 0, -82, -74, -66, 9.28153899948033, 1.8516950178062328, 0.86
_1bele287u1551973221048, -76, -68, -61, -68, 0, -79, -75, -67, 9.28153899948033, 1.8516950178062328, 0.86
_1bele287u1551973221048, -77, -68, -61, -67, 0, -79, -74, -68, 9.28153899948033, 1.8516950178062328, 0.86
_1bele287u1551973221048, -77, -68, -60, -68, -71, 0, 0, -67, 9.28153899948033, 1.8516950178062328, 0.86
_1bele287u1551973221048, -75, -67, -63, -68, -74, 0, -74, -67, 9.28153899948033, 1.8516950178062328, 0.86
_1bele287u1551973221048, -75, -64, -63, -71, -73, -80, -76, -68, 9.28153899948033, 1.8516950178062328, 0.86
_1bele287u1551973221048, -78, -63, -62, -71, 0, -80, -78, -68, 9.28153899948033, 1.8516950178062328, 0.86
_1kepns2vc1551972760433, -73, -82, 0, 0, -74, -70, -80, -80, 8.335535986071758, 16.398722488145598, 2.604
_1kepns2vc1551972760433, -76, -81, -83, -80, -74, -70, -80, -79, 8.335535986071758, 16.398722488145598, 2.604
_1kepns2vc1551972760433, -79, -81, -83, -80, -74, -72, -78, -80, 8.335535986071758, 16.398722488145598, 2.604
_1kepns2vc1551972760433, -80, -83, -84, -79, -74, -72, -79, -80, 8.335535986071758, 16.398722488145598, 2.604
